"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1876882768996528252","Sat Jan 11 03:20:48 +0000 2025","0","@KY_TAX Adapun berdasarkan Pasal 7 ayat (1) huruf b UU PPN sttd UU HPP tarif PPN mulai 1 Januari 2025 adalah sebesar 12%. Sehingga perhitungan PPN atas penyerahan tsb adalah PPN =(15% x 12%) x harga jual. (3/7)","1877918555418792027","","kring_pajak","in","1500200","0","1","0","https://x.com/kring_pajak/status/1877918555418792027","4564565058","kring_pajak"
"1877600388163186710","Sat Jan 11 03:17:11 +0000 2025","0","@Uki23 @LaingenLisa Lu punya jabatan publik goblok masa respon begitu ngooo","1877917646467018911","","Uki23","in","","0","0","0","https://x.com/Thaharizieq3/status/1877917646467018911","1405789177065525253","Thaharizieq3"
"1877916062416601440","Sat Jan 11 03:12:57 +0000 2025","0","I'll never forget what happened in 98 My family are safe but not with the others Dan program maksi serta ppn 12% lo itu udah ngerugiin banyak warga menengah dan warga kurang mampu","1877916581843681344","","EAT_rude","in","cuma fan acc ","0","0","0","https://x.com/EAT_rude/status/1877916581843681344","815412398756462593","EAT_rude"
"1877916338234245376","Sat Jan 11 03:11:59 +0000 2025","0","tiap hari selalu dapet whatsapp image isinya seruan kepuasan terhadap kinerja polri ppn 12% intinya ttg pemerintah spam bgt &amp; semua itu provider telkomsel dgn nomor berbeda2 setiap hari ada 6 sampai 10 chat sampah. ini samplenya #telkomsel @Telkomsel https://t.co/BPfXocybJZ","1877916338234245376","https://pbs.twimg.com/media/Gg-y9P0bQAA6c-6.jpg","","in","Gunung Sindur, Indonesia","0","1","0","https://x.com/vauzdoang/status/1877916338234245376","71855560","vauzdoang"
"1877555844877078886","Sat Jan 11 03:11:35 +0000 2025","0","@dewiirawan13 @prabowo Owo owo omon omon","1877916238820819400","","dewiirawan13","in","Bandung, Jawa Barat","0","0","0","https://x.com/Ind4hMaharani/status/1877916238820819400","1605546712298577920","Ind4hMaharani"
"1877230797670986132","Sat Jan 11 03:08:03 +0000 2025","0","@mohmahfudmd Alhamdulilah ada tokoh yang pemahaman Islam nya keren kek alm bpkku️ kadang oknum oknum itu yang mempersulit kita prof","1877915346608505325","","mohmahfudmd","in","Bandung, Jawa Barat","0","0","0","https://x.com/Ind4hMaharani/status/1877915346608505325","1605546712298577920","Ind4hMaharani"
"1877915213242249701","Sat Jan 11 03:08:00 +0000 2025","0","Di salah satu sesi saya juga memaparkan bagaimana salah satu sub sektor Industri Gim yang juga terpengaruhi dalam kenaikan PPN 12%.","1877915335476515264","","mlakbr","in","Marsfield, Sydney","0","0","0","https://x.com/mlakbr/status/1877915335476515264","75000601","mlakbr"
"1877915213242249701","Sat Jan 11 03:07:48 +0000 2025","0","Kita membahas banyak hal terutama mengenai kajian singkat kami dalam melihat potensi dampak dari kenaikan PPN 12%. Di dalam kajian tersebut kita menggali bagaimana sub sektor ekonomi kreatif yang rentan dan resisten dari kenaikan PPN 12%.","1877915285430358480","","mlakbr","in","Marsfield, Sydney","0","2","0","https://x.com/mlakbr/status/1877915285430358480","75000601","mlakbr"
"1877578299628503159","Sat Jan 11 03:05:21 +0000 2025","0","@akbarfaizal68 @gibran_tweet @prabowo Gpp lah wong ibu negara darma wanita. Ribet amat elo urusi ultah","1877914667965919513","","akbarfaizal68","in","Bandung, Jawa Barat","0","0","0","https://x.com/Ind4hMaharani/status/1877914667965919513","1605546712298577920","Ind4hMaharani"
"1877913568945033249","Sat Jan 11 03:00:59 +0000 2025","83","Voters genap pada kumpul dan kompak di twit ini Ernerginya emang disalurin buat gashlighting tapi anyep kalo lagi pada bahas ppn 12% wacana deforestasi dan hal² absurd dari hasil pilihannya","1877913568945033249","","","in","","0","1","10","https://x.com/abtsmstuff/status/1877913568945033249","1797817733574545408","abtsmstuff"
